Data_center,Data_center_address,Longitude_of_data_center,Latitude_of_data_center,Is_it_accurate,power_usage_2023_kwh,power_usage_per_hour_2023_kwh
200 Paul Avenue (SFO10),200 Paul Avenue,-122.7040489,48.2509527,GEOMETRIC_CENTER,33566.97482,3.831846441
Lumen San Francisco 3,200 Paul Avenue,-122.7040489,48.2509527,GEOMETRIC_CENTER,33566.97482,3.831846441
Equinix SV4,255 Caspian Drive,-123.485071,48.4136131,ROOFTOP,33566.97482,3.831846441
SMS Datacenter,2525 Main Street,-123.1014,49.2624136,ROOFTOP,33566.97482,3.831846441
PCI,703 Washington,-120.7401386,47.7510741,APPROXIMATE,31776.44531,3.627448095
colo@OldMain,55 Main Street,-123.0997478,49.2841772,RANGE_INTERPOLATED,31776.44531,3.627448095
3825 NW Aloclek Street (PDX10),3825 NW Aloclek Street,-122.891924,45.54770497,GoogleMap,58840.94495,6.717002849
Flexential Portland - Hillsboro 3 Data Center,5419 NE Starr Blvd,-122.9380037,45.5591974,ROOFTOP,58840.94495,6.717002849
Flexential Portland - Hillsboro 2 Data Center,5737 NE Huffman St.,-122.9171644,45.5578496,ROOFTOP,58840.94495,6.717002849
Flexential Portland - Hillsboro 1 Data Center,3935 NE Aloclek Place,-122.891445,45.5484502,ROOFTOP,58840.94495,6.717002849
Flexential Portland - Hillsboro 5 Data Center,4975 NE Starr Blvd,-122.9393305,45.5564705,ROOFTOP,58840.94495,6.717002849
6675 NE 62nd Ave (PDX11),6675 NE 62nd Ave,-122.9165461,45.5682799,ROOFTOP,58840.94495,6.717002849
Flexential Portland - Hillsboro 4 Data Center,4915 NE Starr Blvd,-122.939805,45.5554569,ROOFTOP,58840.94495,6.717002849
NTT Hillsboro HI1,4050 NE Evergreen Road,-122.9374791,45.5495142,ROOFTOP,58840.94495,6.717002849
Digital Fortress Portland 2,9705 SW Sunshine Court,-122.776206,45.4763002,ROOFTOP,58840.94495,6.717002849
Digital Fortress Portland 1,511 SW 10th Ave.,-122.6816597,45.5212243,ROOFTOP,58840.94495,6.717002849
STACK Infrastructure POR02A,8135 NE Evergreen Pkwy,-122.8979396,45.5473386,ROOFTOP,58840.94495,6.717002849
Digital Fortress Portland 3,9610 SW Sunshine Ct,-122.7760665,45.4756634,ROOFTOP,58840.94495,6.717002849
EdgeConneX Portland - EDCPOR01,6327 NW Evergreen Pkwy,-122.9153021,45.5516673,ROOFTOP,58840.94495,6.717002849
Opus Interactive Hillsboro Datacenter,8135 NE Evergreen Parkway,-122.8979396,45.5473386,ROOFTOP,58840.94495,6.717002849
Opus Interactive Portland Datacenter,1225 W Burnside Street,-122.683661,45.52306,ROOFTOP,58840.94495,6.717002849
EdgeConneX Portland - EDCPOR02,6297 NE Evergreen Pkwy,-122.9059554,45.5480153,RANGE_INTERPOLATED,58840.94495,6.717002849
Crane Portland,Nehalem Hwy & Oak St,-123.1751802,45.6715044,GEOMETRIC_CENTER,58840.94495,6.717002849
Pittock Block,921 SW Washington St,-122.6805969,45.5214429,ROOFTOP,58840.94495,6.717002849
QTS Hillsboro DC 1,4951 NE Huffman Street,-122.9278135,45.5588424,ROOFTOP,58840.94495,6.717002849
DTS-NET Portland,SW Stark Street,-122.8564401,45.5197755,GEOMETRIC_CENTER,58840.94495,6.717002849
Windstream Portland,707 SW Washington St,-122.6791851,45.52107454,GoogleMap,58840.94495,6.717002849
Lumen Cedar Hills,14197 SW Millikan Way,-122.8226951,45.4939158,RANGE_INTERPOLATED,58840.94495,6.717002849
Lumen Portland 2,707 SW Washington Avenue,-123.267163,44.56172673,GoogleMap,58840.94495,6.717002849
DirectSpace Networks,707 SW Washington St,-122.6791851,45.52107454,GoogleMap,58840.94495,6.717002849
Tata Communications Hillsboro,21101 NW Evergreen Parkway,-122.9089656,45.5498917,RANGE_INTERPOLATED,58840.94495,6.717002849
Data Center West,Data Center West,-122.8804149,42.3324599,ROOFTOP,58840.94495,6.717002849
Lumen Eugene 2,90470 Prairie Rd,-123.1678708,44.11828261,GoogleMap,58840.94495,6.717002849
Columbia 1,207 SW Columbia St,-122.6771153,45.5135801,RANGE_INTERPOLATED,58840.94495,6.717002849
OneNeck Bend,20845 Sockeye Pl,-121.2830279,44.0860968,ROOFTOP,58840.94495,6.717002849
5870 NE Schaaf Street (PDX12),5870 NE Schaaf Street,-122.9205682,45.5687664,ROOFTOP,58840.94495,6.717002849
STACK Infrastructure POR03B,4735 NE Starr Blvd,-122.9379236,45.5542026,ROOFTOP,58840.94495,6.717002849
Aligned PDX-01,NE 30th Ave & NE Evergreen Rd,-122.9483092,45.5511824,GEOMETRIC_CENTER,58840.94495,6.717002849
Aligned PDX-02,NE 30th Ave & NE Evergreen Rd,-122.9483092,45.5511824,GEOMETRIC_CENTER,58840.94495,6.717002849
Hillsboro Campus,NE 30th Ave & NE Evergreen Rd,-122.9483092,45.5511824,GEOMETRIC_CENTER,58840.94495,6.717002849
STACK Infrastructure POR01,3145 NE Brookwood Pkwy,-122.9278512,45.5493952,ROOFTOP,58840.94495,6.717002849
QTS Hillsboro 2 Campus,4755 NE Huffman Street,-122.9297675,45.5577731,ROOFTOP,58840.94495,6.717002849
Kattare CVO,5010 SW HOUT ST,-123.2769452,44.5109332,ROOFTOP,58840.94495,6.717002849
Amazon AWS PDX - Penney Campus,976-994 E Penney Ave,-111.8769938,40.6942588,RANGE_INTERPOLATED,58840.94495,6.717002849
Amazon AWS PDX - 994 Penney,994 E Penney Ave,-111.8769938,40.6942588,RANGE_INTERPOLATED,58840.94495,6.717002849
Amazon AWS PDX - 988 Penney,988 E Penney Ave,-111.8769938,40.6942588,RANGE_INTERPOLATED,58840.94495,6.717002849
Amazon AWS PDX - 976 Penney,976 E Penney Ave,-111.8769938,40.6942588,RANGE_INTERPOLATED,58840.94495,6.717002849
Amazon AWS PDX - 982 Penney,982 E Penney Ave,-111.8769938,40.6942588,RANGE_INTERPOLATED,58840.94495,6.717002849
Meta Prineville Data Center,735 SW Connect Way,-120.8876301,44.2977382,ROOFTOP,58840.94495,6.717002849
Apple Prineville Data Center,1600 SW Baldwin Rd,-120.8701534,44.2877145,ROOFTOP,58840.94495,6.717002849
Lumen Bandon,96614 Wickizer Way,-124.3791347,43.2480766,RANGE_INTERPOLATED,58840.94495,6.717002849
505 N. Railroad Avenue (ORD23),505 North Railroad Avenue,-112.6340706,45.2219371,ROOFTOP,49338.91391,5.632296108
Microsoft Northlake,601-605 Northwest Ave,-122.4982841,48.7770642,GEOMETRIC_CENTER,49338.91391,5.632296108
Hostway Tampa,412 East Madison Avenue,-123.0636184,43.7939819,RANGE_INTERPOLATED,11252.68293,1.284552846
21625 Gresham Drive (ACC7),21625 Gresham Drive,-112.0142023,40.5501734,RANGE_INTERPOLATED,71566.85412,8.169732206
QTS Harrisonburg,1175 N. Main Street,-123.101237,49.2457108,GEOMETRIC_CENTER,71566.85412,8.169732206
EdgeConneX Atlanta - ATL02,1101 Donnelly Avenue,-123.3322851,48.456683,RANGE_INTERPOLATED,73516.55952,8.392301316
Centersquare Lynnwood,17300 Hwy 99,-122.347991,47.61921658,GoogleMap,58108,6.6333333
TierPoint Seattle,140 Fourth Ave. N,-122.3479805,47.61923482,GoogleMap,58108,6.6333333
Digital Fortress Downtown Seattle,3101 Western Ave,-122.356712,47.6177916,ROOFTOP,58108,6.6333333
Superb SEA2 - Seattle,3311 S. 120th Pl.,-122.290569,47.4950267,ROOFTOP,58108,6.6333333
Digital Fortress South Seattle,12101 Tukwilla International Boulevard,-122.2726248,47.4748399,APPROXIMATE,58108,6.6333333
H5 Data Centers Seattle,1000 Denny Way,-122.3363373,47.6190504,ROOFTOP,58108,6.6333333
EdgeConneX Seattle - EDCSEA01,"3425 S 116th St, Building 6",-122.2899669,47.4981905,ROOFTOP,58108,6.6333333
DataBank SEA1 - Downtown Seattle,2001 6th St,-122.3388944,47.61434395,GoogleMap,58108,6.6333333
Digital Fortress North Seattle,4200 194th St. SW,-122.2894752,47.8225022,ROOFTOP,58108,6.6333333
LeaseWeb Seattle SEA-11,12101 Tukwila International Blvd,-122.2943976,47.4940896,ROOFTOP,58108,6.6333333
SDC Seattle,3355 35th Ave S,-122.2891237,47.5725915,RANGE_INTERPOLATED,58108,6.6333333
DataBank SEA2 - SeaTAC,3311 S 120th Pl,-122.290569,47.4950267,ROOFTOP,58108,6.6333333
Wowrack Tukwila,12201 Tukwila International Blvd,-122.2937124,47.4931201,ROOFTOP,58108,6.6333333
CherryRoad SEA2,3311 South 120th Place,-122.290569,47.4950267,ROOFTOP,58108,6.6333333
ColoCrossing SEA1,12201 Tukwila International Blvd,-122.2937124,47.4931201,ROOFTOP,58108,6.6333333
Colocation Northwest - Redmond,2520 152nd Ave NE,-122.1370344,47.6325626,RANGE_INTERPOLATED,58108,6.6333333
Centersquare - Seattle SEA1-B,3355 S 120th Pl,-122.2897923,47.4918832,ROOFTOP,58108,6.6333333
